failure_event_id,asset_id,pm_event_id_context,failure_date,ticket_open_date,ticket_close_date,failure_category,severity,priority,description,downtime_hours,labor_hours,labor_cost,material_cost,other_costs,total_cost,root_cause,region,environment_type,model
FAIL_007986,GEN_1700,PM_016921,2023-12-13,2023-12-13,2023-12-13,Battery,Medium,Normal,Battery issue observed after PM cycle,6.45,3.87,383.59,1456.96,176.09,1633.05,Corrosion,East,Rural,CUM-500
FAIL_007987,GEN_1701,PM_016926,2023-02-12,2023-02-12,2023-02-12,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,5.96,4.52,469.34,553.62,222.27,775.89,Overdue maintenance,South,Coastal,CAT-450
FAIL_007988,GEN_1701,PM_016929,2024-04-18,2024-04-18,2024-04-18,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,7.46,3.49,282.87,939.46,170.76,1110.22,Fuel contamination,South,Coastal,CAT-450
FAIL_007989,GEN_1701,PM_016933,2025-08-23,2025-08-23,2025-08-23,Starter,Low,Normal,Starter issue observed after PM cycle,5.91,2.08,156.89,1080.7,146.95,1227.65,Wear and tear,South,Coastal,CAT-450
FAIL_007990,GEN_1702,PM_016937,2023-10-28,2023-10-28,2023-10-28,Fuel,Medium,Normal,Fuel issue observed after PM cycle,7.79,3.58,383.27,380.78,242.89,623.67,Overdue maintenance,North,Urban,CAT-450
FAIL_007991,GEN_1702,PM_016938,2024-02-27,2024-02-27,2024-02-27,Fuel,High,High,Fuel issue observed after PM cycle,5.85,3.68,355.14,1482.29,275.43,1757.72,Electrical instability,North,Urban,CAT-450
FAIL_007992,GEN_1702,PM_016939,2024-06-19,2024-06-19,2024-06-19,Alternator,Medium,Normal,Alternator issue observed after PM cycle,5.0,4.0,425.41,677.95,200.73,878.68,Wear and tear,North,Urban,CAT-450
FAIL_007993,GEN_1702,PM_016940,2024-09-05,2024-09-05,2024-09-05,Alternator,Critical,High,Alternator issue observed after PM cycle,9.33,6.62,726.33,1511.99,172.59,1684.58,Fuel contamination,North,Urban,CAT-450
FAIL_007994,GEN_1702,PM_016941,2024-12-03,2024-12-03,2024-12-03,Alternator,High,High,Alternator issue observed after PM cycle,11.39,4.53,438.84,2031.39,206.71,2238.1,Fuel contamination,North,Urban,CAT-450
FAIL_007995,GEN_1702,PM_016942,2025-03-01,2025-03-01,2025-03-01,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.78,2.74,278.47,567.44,154.69,722.13,Heat stress,North,Urban,CAT-450
FAIL_007996,GEN_1702,PM_016944,2025-11-04,2025-11-04,2025-11-04,Oil,Critical,High,Oil issue observed after PM cycle,10.46,6.4,418.65,2029.13,100.25,2129.38,Fuel contamination,North,Urban,CAT-450
FAIL_007997,GEN_1703,PM_016956,2025-11-09,2025-11-09,2025-11-09,Fuel,Medium,Normal,Fuel issue observed after PM cycle,1.0,3.55,357.03,636.64,171.29,807.93,Overdue maintenance,East,Urban,MTU-480
FAIL_007998,GEN_1704,PM_016962,2024-06-27,2024-06-27,2024-06-27,Alternator,Medium,Normal,Alternator issue observed after PM cycle,4.61,2.55,196.94,1172.44,104.3,1276.74,Overdue maintenance,South,Rural,GENX-550
FAIL_007999,GEN_1704,PM_016963,2024-10-14,2024-10-14,2024-10-14,Oil,High,High,Oil issue observed after PM cycle,8.71,5.17,391.54,1592.13,122.05,1714.18,Wear and tear,South,Rural,GENX-550
FAIL_008000,GEN_1704,PM_016967,2025-10-16,2025-10-16,2025-10-16,Cooling,Medium,Normal,Cooling issue observed after PM cycle,1.38,2.14,142.56,598.51,169.92,768.43,Corrosion,South,Rural,GENX-550
FAIL_008001,GEN_1705,PM_016971,2024-07-17,2024-07-17,2024-07-17,Oil,Low,Normal,Oil issue observed after PM cycle,3.35,4.94,531.03,612.96,171.84,784.8,Overdue maintenance,East,Hot-Dry,CAT-450
FAIL_008002,GEN_1705,PM_016973,2025-09-07,2025-09-07,2025-09-07,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,4.73,2.72,243.45,1341.05,173.29,1514.34,Heat stress,East,Hot-Dry,CAT-450
FAIL_008003,GEN_1706,PM_016977,2023-11-17,2023-11-17,2023-11-17,Oil,High,High,Oil issue observed after PM cycle,8.18,5.91,456.85,2198.87,204.14,2403.01,Fuel contamination,North,Urban,CUM-500
FAIL_008004,GEN_1706,PM_016978,2023-12-14,2023-12-14,2023-12-14,Oil,Low,Normal,Oil issue observed after PM cycle,7.4,3.79,314.73,1057.66,201.34,1259.0,Fuel contamination,North,Urban,CUM-500
FAIL_008005,GEN_1706,PM_016980,2024-07-24,2024-07-24,2024-07-24,Oil,High,High,Oil issue observed after PM cycle,9.05,4.89,320.31,1608.7,204.29,1812.99,Overdue maintenance,North,Urban,CUM-500
FAIL_008006,GEN_1706,PM_016982,2025-02-10,2025-02-10,2025-02-10,Cooling,High,High,Cooling issue observed after PM cycle,7.3,6.01,645.89,988.04,230.74,1218.78,Fuel contamination,North,Urban,CUM-500
FAIL_008007,GEN_1707,PM_016992,2024-10-21,2024-10-21,2024-10-21,Oil,Medium,Normal,Oil issue observed after PM cycle,1.47,1.75,187.74,834.2,203.98,1038.18,Wear and tear,South,Rural,MTU-480
FAIL_008008,GEN_1707,PM_016992,2024-10-24,2024-10-24,2024-10-24,Battery,Low,Normal,Battery issue observed after PM cycle,11.59,2.39,228.92,731.1,203.61,934.71,Heat stress,South,Rural,MTU-480
FAIL_008009,GEN_1707,PM_016993,2025-01-27,2025-01-27,2025-01-27,Alternator,Low,Normal,Alternator issue observed after PM cycle,9.01,3.77,312.0,609.42,175.03,784.45,Overdue maintenance,South,Rural,MTU-480
FAIL_008010,GEN_1707,PM_016996,2025-11-29,2025-11-29,2025-11-29,Starter,Medium,Normal,Starter issue observed after PM cycle,6.62,4.14,421.26,536.18,230.77,766.95,Fuel contamination,South,Rural,MTU-480
FAIL_008011,GEN_1708,PM_016998,2023-09-01,2023-09-01,2023-09-01,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,4.17,1.33,95.62,1101.26,110.95,1212.21,Corrosion,Central,Coastal,CAT-450
FAIL_008012,GEN_1708,PM_017000,2024-01-25,2024-01-25,2024-01-25,Cooling,Medium,Normal,Cooling issue observed after PM cycle,1.95,6.71,570.2,198.17,194.79,392.96,Overdue maintenance,Central,Coastal,CAT-450
FAIL_008013,GEN_1708,PM_017000,2024-02-05,2024-02-05,2024-02-05,Battery,Low,Normal,Battery issue observed after PM cycle,6.23,2.89,285.1,826.76,145.69,972.45,Heat stress,Central,Coastal,CAT-450
FAIL_008014,GEN_1708,PM_017002,2024-08-25,2024-08-25,2024-08-25,Oil,Low,Normal,Oil issue observed after PM cycle,1.57,3.89,418.65,1147.83,198.95,1346.78,Overdue maintenance,Central,Coastal,CAT-450
FAIL_008015,GEN_1709,PM_017010,2023-11-05,2023-11-05,2023-11-05,Oil,Medium,Normal,Oil issue observed after PM cycle,6.09,2.78,207.07,530.33,181.89,712.22,Electrical instability,North,Coastal,CAT-450
FAIL_008016,GEN_1709,PM_017012,2024-09-08,2024-09-08,2024-09-08,Cooling,Medium,Normal,Cooling issue observed after PM cycle,4.88,3.64,268.69,1228.25,144.73,1372.98,Overdue maintenance,North,Coastal,CAT-450
FAIL_008017,GEN_1709,PM_017013,2024-12-31,2024-12-31,2024-12-31,Cooling,Low,Normal,Cooling issue observed after PM cycle,9.24,2.66,230.33,1017.31,263.31,1280.62,Corrosion,North,Coastal,CAT-450
FAIL_008018,GEN_1709,PM_017013,2025-01-12,2025-01-12,2025-01-12,Starter,Medium,Normal,Starter issue observed after PM cycle,3.94,5.11,519.18,1333.63,152.8,1486.43,Heat stress,North,Coastal,CAT-450
FAIL_008019,GEN_1709,PM_017013,2025-01-28,2025-01-28,2025-01-28,Cooling,High,High,Cooling issue observed after PM cycle,16.43,8.68,697.1,1753.19,216.24,1969.43,Wear and tear,North,Coastal,CAT-450
FAIL_008020,GEN_1709,PM_017016,2025-12-18,2025-12-18,2025-12-18,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.99,3.31,230.62,614.43,283.06,897.49,Corrosion,North,Coastal,CAT-450
FAIL_008021,GEN_1710,PM_017020,2024-10-24,2024-10-24,2024-10-24,Alternator,Low,Normal,Alternator issue observed after PM cycle,7.76,2.68,190.25,977.99,170.08,1148.07,Heat stress,West,Urban,KOH-400
FAIL_008022,GEN_1710,PM_017021,2025-07-02,2025-07-02,2025-07-02,Cooling,Low,Normal,Cooling issue observed after PM cycle,5.61,3.71,343.59,1457.8,214.75,1672.55,Heat stress,West,Urban,KOH-400
FAIL_008023,GEN_1710,PM_017022,2025-10-24,2025-10-24,2025-10-24,Fuel,High,High,Fuel issue observed after PM cycle,8.04,6.08,579.71,1785.04,211.2,1996.24,Heat stress,West,Urban,KOH-400
FAIL_008024,GEN_1711,PM_017023,2023-08-07,2023-08-07,2023-08-07,Fuel,High,High,Fuel issue observed after PM cycle,12.75,4.96,397.73,2111.23,175.91,2287.14,Fuel contamination,West,Coastal,CAT-450
FAIL_008025,GEN_1711,PM_017025,2024-02-28,2024-02-28,2024-02-28,Alternator,Medium,Normal,Alternator issue observed after PM cycle,3.22,4.0,321.28,282.25,278.27,560.52,Overdue maintenance,West,Coastal,CAT-450
FAIL_008026,GEN_1711,PM_017026,2024-08-09,2024-08-09,2024-08-09,Fuel,Medium,Normal,Fuel issue observed after PM cycle,3.95,4.93,394.33,1024.98,144.02,1169.0,Overdue maintenance,West,Coastal,CAT-450
FAIL_008027,GEN_1711,PM_017028,2025-04-26,2025-04-26,2025-04-26,Fuel,Medium,Normal,Fuel issue observed after PM cycle,6.76,2.94,217.39,708.97,190.25,899.22,Fuel contamination,West,Coastal,CAT-450
FAIL_008028,GEN_1711,PM_017029,2025-08-16,2025-08-16,2025-08-16,Oil,Medium,Normal,Oil issue observed after PM cycle,4.02,5.38,542.6,992.87,128.67,1121.54,Corrosion,West,Coastal,CAT-450
FAIL_008029,GEN_1711,PM_017029,2025-09-04,2025-09-04,2025-09-04,Alternator,Low,Normal,Alternator issue observed after PM cycle,7.49,2.87,262.02,810.47,128.76,939.23,Electrical instability,West,Coastal,CAT-450
FAIL_008030,GEN_1712,PM_017033,2023-08-05,2023-08-05,2023-08-05,Oil,Low,Normal,Oil issue observed after PM cycle,4.71,2.64,186.42,583.65,180.1,763.75,Fuel contamination,South,Cold,CAT-450
FAIL_008031,GEN_1712,PM_017035,2024-02-01,2024-02-01,2024-02-01,Control Panel,High,High,Control Panel issue observed after PM cycle,11.37,4.83,371.67,1803.19,220.92,2024.11,Wear and tear,South,Cold,CAT-450
FAIL_008032,GEN_1712,PM_017036,2024-04-25,2024-04-25,2024-04-25,Fuel,High,High,Fuel issue observed after PM cycle,8.22,2.76,252.68,1504.66,202.71,1707.37,Overdue maintenance,South,Cold,CAT-450
FAIL_008033,GEN_1712,PM_017036,2024-05-17,2024-05-17,2024-05-17,Cooling,Low,Normal,Cooling issue observed after PM cycle,3.22,5.63,439.81,1334.31,174.97,1509.28,Corrosion,South,Cold,CAT-450
FAIL_008034,GEN_1713,PM_017045,2023-08-21,2023-08-21,2023-08-21,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,4.4,3.58,250.68,749.05,185.77,934.82,Corrosion,East,Rural,CUM-500
FAIL_008035,GEN_1713,PM_017048,2024-11-02,2024-11-02,2024-11-02,Battery,High,High,Battery issue observed after PM cycle,10.57,4.26,340.65,1992.88,206.88,2199.76,Wear and tear,East,Rural,CUM-500
FAIL_008036,GEN_1713,PM_017049,2025-02-17,2025-02-17,2025-02-17,Battery,Low,Normal,Battery issue observed after PM cycle,5.67,3.63,259.48,1066.85,211.37,1278.22,Overdue maintenance,East,Rural,CUM-500
FAIL_008037,GEN_1713,PM_017049,2025-04-04,2025-04-04,2025-04-04,Fuel,Medium,Normal,Fuel issue observed after PM cycle,3.54,3.84,393.64,1542.12,92.11,1634.23,Fuel contamination,East,Rural,CUM-500
FAIL_008038,GEN_1713,PM_017050,2025-06-12,2025-06-12,2025-06-12,Alternator,Low,Normal,Alternator issue observed after PM cycle,5.8,2.65,220.59,1074.73,162.46,1237.19,Fuel contamination,East,Rural,CUM-500
FAIL_008039,GEN_1713,PM_017051,2025-08-29,2025-08-29,2025-08-29,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,5.0,4.16,310.21,669.39,80.0,749.39,Wear and tear,East,Rural,CUM-500
FAIL_008040,GEN_1713,PM_017052,2025-12-25,2025-12-25,2025-12-25,Fuel,High,High,Fuel issue observed after PM cycle,9.62,4.44,398.44,1421.34,349.02,1770.36,Overdue maintenance,East,Rural,CUM-500
FAIL_008041,GEN_1714,PM_017056,2024-05-06,2024-05-06,2024-05-06,Control Panel,High,High,Control Panel issue observed after PM cycle,10.63,6.17,412.78,1905.49,171.72,2077.21,Overdue maintenance,South,Urban,CUM-500
FAIL_008042,GEN_1714,PM_017057,2024-08-16,2024-08-16,2024-08-16,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,10.97,5.06,527.64,1125.57,129.35,1254.92,Fuel contamination,South,Urban,CUM-500
FAIL_008043,GEN_1714,PM_017059,2025-03-22,2025-03-22,2025-03-22,Battery,Medium,Normal,Battery issue observed after PM cycle,1.74,2.23,205.02,1194.5,223.45,1417.95,Fuel contamination,South,Urban,CUM-500
FAIL_008044,GEN_1715,PM_017062,2023-04-04,2023-04-04,2023-04-04,Alternator,Low,Normal,Alternator issue observed after PM cycle,6.37,4.48,359.26,764.14,165.37,929.51,Fuel contamination,East,Urban,CUM-500
FAIL_008045,GEN_1715,PM_017062,2023-05-14,2023-05-14,2023-05-14,Battery,Low,Normal,Battery issue observed after PM cycle,4.07,4.0,378.26,1142.49,102.79,1245.28,Wear and tear,East,Urban,CUM-500
FAIL_008046,GEN_1715,PM_017065,2024-11-05,2024-11-05,2024-11-05,Control Panel,High,High,Control Panel issue observed after PM cycle,8.26,4.19,284.38,1477.34,245.98,1723.32,Wear and tear,East,Urban,CUM-500
FAIL_008047,GEN_1716,PM_017068,2023-05-14,2023-05-14,2023-05-14,Battery,Medium,Normal,Battery issue observed after PM cycle,1.0,4.41,382.75,868.76,188.01,1056.77,Overdue maintenance,East,Hot-Dry,CUM-500
FAIL_008048,GEN_1716,PM_017071,2024-05-22,2024-05-22,2024-05-22,Cooling,Low,Normal,Cooling issue observed after PM cycle,7.35,4.38,458.03,874.9,228.81,1103.71,Heat stress,East,Hot-Dry,CUM-500
FAIL_008049,GEN_1717,PM_017076,2023-04-01,2023-04-01,2023-04-01,Battery,Low,Normal,Battery issue observed after PM cycle,4.71,2.23,188.52,543.63,106.21,649.84,Wear and tear,South,Rural,KOH-400
FAIL_008050,GEN_1717,PM_017079,2024-02-10,2024-02-10,2024-02-10,Oil,Low,Normal,Oil issue observed after PM cycle,6.03,3.51,379.84,632.62,172.78,805.4,Wear and tear,South,Rural,KOH-400
FAIL_008051,GEN_1717,PM_017079,2024-02-13,2024-02-13,2024-02-13,Cooling,Low,Normal,Cooling issue observed after PM cycle,3.56,1.96,176.5,915.76,237.06,1152.82,Wear and tear,South,Rural,KOH-400
FAIL_008052,GEN_1717,PM_017079,2024-02-18,2024-02-18,2024-02-18,Oil,High,High,Oil issue observed after PM cycle,9.13,7.37,781.04,1480.98,146.57,1627.55,Wear and tear,South,Rural,KOH-400
FAIL_008053,GEN_1717,PM_017080,2024-05-23,2024-05-23,2024-05-23,Battery,Medium,Normal,Battery issue observed after PM cycle,1.0,5.48,473.23,778.25,185.05,963.3,Wear and tear,South,Rural,KOH-400
FAIL_008054,GEN_1717,PM_017080,2024-06-07,2024-06-07,2024-06-07,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.78,1.0,75.14,1630.69,244.07,1874.76,Electrical instability,South,Rural,KOH-400
FAIL_008055,GEN_1717,PM_017080,2024-06-09,2024-06-09,2024-06-09,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,6.58,2.1,209.84,1505.64,255.94,1761.58,Overdue maintenance,South,Rural,KOH-400
FAIL_008056,GEN_1717,PM_017084,2025-06-02,2025-06-02,2025-06-02,Control Panel,High,High,Control Panel issue observed after PM cycle,12.5,4.92,341.74,1318.21,115.85,1434.06,Electrical instability,South,Rural,KOH-400
FAIL_008057,GEN_1717,PM_017084,2025-06-11,2025-06-11,2025-06-11,Cooling,Low,Normal,Cooling issue observed after PM cycle,3.13,3.21,216.97,803.44,271.36,1074.8,Electrical instability,South,Rural,KOH-400
FAIL_008058,GEN_1717,PM_017084,2025-06-12,2025-06-12,2025-06-12,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,4.96,3.28,325.92,1113.41,127.05,1240.46,Overdue maintenance,South,Rural,KOH-400
FAIL_008059,GEN_1718,PM_017087,2023-05-21,2023-05-21,2023-05-21,Battery,Medium,Normal,Battery issue observed after PM cycle,9.16,2.61,208.49,806.68,156.46,963.14,Heat stress,North,Hot-Dry,CUM-500
FAIL_008060,GEN_1718,PM_017088,2023-11-24,2023-11-24,2023-11-24,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,6.22,3.53,344.46,1398.26,185.81,1584.07,Corrosion,North,Hot-Dry,CUM-500
FAIL_008061,GEN_1718,PM_017094,2025-12-16,2025-12-16,2025-12-16,Battery,Medium,Normal,Battery issue observed after PM cycle,4.26,4.48,330.75,745.12,226.03,971.15,Wear and tear,North,Hot-Dry,CUM-500
FAIL_008062,GEN_1719,PM_017097,2023-11-16,2023-11-16,2023-11-16,Battery,Critical,High,Battery issue observed after PM cycle,8.1,4.83,529.7,822.19,178.47,1000.66,Overdue maintenance,East,Hot-Dry,CAT-450
FAIL_008063,GEN_1719,PM_017098,2024-04-13,2024-04-13,2024-04-13,Cooling,Medium,Normal,Cooling issue observed after PM cycle,11.63,2.36,231.55,850.38,111.79,962.17,Wear and tear,East,Hot-Dry,CAT-450
FAIL_008064,GEN_1719,PM_017102,2025-08-10,2025-08-10,2025-08-10,Control Panel,High,High,Control Panel issue observed after PM cycle,7.86,4.77,334.13,1699.18,210.59,1909.77,Fuel contamination,East,Hot-Dry,CAT-450
FAIL_008065,GEN_1720,PM_017104,2023-05-16,2023-05-16,2023-05-16,Battery,Medium,Normal,Battery issue observed after PM cycle,3.78,3.22,332.0,1220.76,136.65,1357.41,Overdue maintenance,West,Urban,CAT-450
FAIL_008066,GEN_1720,PM_017105,2023-09-26,2023-09-26,2023-09-26,Oil,High,High,Oil issue observed after PM cycle,10.7,5.23,551.08,2270.58,188.44,2459.02,Heat stress,West,Urban,CAT-450
FAIL_008067,GEN_1720,PM_017106,2023-12-05,2023-12-05,2023-12-05,Starter,High,High,Starter issue observed after PM cycle,9.47,3.62,305.83,1469.18,241.98,1711.16,Electrical instability,West,Urban,CAT-450
FAIL_008068,GEN_1720,PM_017107,2024-05-18,2024-05-18,2024-05-18,Starter,Medium,Normal,Starter issue observed after PM cycle,4.74,2.72,285.7,877.87,247.08,1124.95,Corrosion,West,Urban,CAT-450
FAIL_008069,GEN_1720,PM_017111,2025-10-06,2025-10-06,2025-10-06,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,6.9,2.86,256.51,1368.22,215.1,1583.32,Wear and tear,West,Urban,CAT-450
FAIL_008070,GEN_1721,PM_017113,2023-04-24,2023-04-24,2023-04-24,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.24,3.8,313.07,663.11,224.33,887.44,Fuel contamination,South,Rural,KOH-400
FAIL_008071,GEN_1721,PM_017115,2023-12-03,2023-12-03,2023-12-03,Alternator,Low,Normal,Alternator issue observed after PM cycle,3.49,3.8,310.59,1087.61,194.4,1282.01,Electrical instability,South,Rural,KOH-400
FAIL_008072,GEN_1721,PM_017117,2024-05-06,2024-05-06,2024-05-06,Oil,Low,Normal,Oil issue observed after PM cycle,7.83,1.0,86.14,1239.0,125.26,1364.26,Electrical instability,South,Rural,KOH-400
FAIL_008073,GEN_1721,PM_017121,2025-05-03,2025-05-03,2025-05-03,Oil,Medium,Normal,Oil issue observed after PM cycle,6.06,5.03,513.48,1154.55,163.31,1317.86,Overdue maintenance,South,Rural,KOH-400
FAIL_008074,GEN_1721,PM_017123,2025-10-05,2025-10-05,2025-10-05,Cooling,High,High,Cooling issue observed after PM cycle,6.91,5.47,406.73,1391.34,189.04,1580.38,Wear and tear,South,Rural,KOH-400
FAIL_008075,GEN_1722,PM_017131,2024-11-27,2024-11-27,2024-11-27,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,3.98,3.18,258.34,699.7,192.83,892.53,Electrical instability,East,Hot-Dry,GENX-550
FAIL_008076,GEN_1722,PM_017131,2024-12-06,2024-12-06,2024-12-06,Fuel,Medium,Normal,Fuel issue observed after PM cycle,2.62,3.03,265.3,862.2,138.37,1000.57,Heat stress,East,Hot-Dry,GENX-550
FAIL_008077,GEN_1722,PM_017132,2025-02-28,2025-02-28,2025-02-28,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.13,5.4,518.09,449.98,165.41,615.39,Corrosion,East,Hot-Dry,GENX-550
FAIL_008078,GEN_1722,PM_017135,2025-11-23,2025-11-23,2025-11-23,Battery,Critical,High,Battery issue observed after PM cycle,9.93,6.26,582.58,1278.8,169.66,1448.46,Fuel contamination,East,Hot-Dry,GENX-550
FAIL_008079,GEN_1723,PM_017136,2023-04-13,2023-04-13,2023-04-13,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,7.42,3.69,310.25,957.39,178.39,1135.78,Overdue maintenance,West,Cold,CAT-450
FAIL_008080,GEN_1723,PM_017138,2024-01-17,2024-01-17,2024-01-17,Oil,High,High,Oil issue observed after PM cycle,11.15,7.5,816.64,1684.44,213.66,1898.1,Corrosion,West,Cold,CAT-450
FAIL_008081,GEN_1723,PM_017143,2025-10-09,2025-10-09,2025-10-09,Oil,Low,Normal,Oil issue observed after PM cycle,9.35,2.45,244.97,419.77,189.25,609.02,Heat stress,West,Cold,CAT-450
FAIL_008082,GEN_1724,PM_017146,2023-06-23,2023-06-23,2023-06-23,Alternator,Medium,Normal,Alternator issue observed after PM cycle,5.73,3.08,305.95,790.46,189.33,979.79,Overdue maintenance,North,Hot-Dry,KOH-400
FAIL_008083,GEN_1724,PM_017146,2023-07-08,2023-07-08,2023-07-08,Starter,Low,Normal,Starter issue observed after PM cycle,7.09,2.14,147.29,710.46,169.74,880.2,Overdue maintenance,North,Hot-Dry,KOH-400
FAIL_008084,GEN_1724,PM_017146,2023-07-14,2023-07-14,2023-07-14,Alternator,High,High,Alternator issue observed after PM cycle,5.03,3.87,254.28,1392.97,169.66,1562.63,Heat stress,North,Hot-Dry,KOH-400
FAIL_008085,GEN_1724,PM_017148,2024-01-06,2024-01-06,2024-01-06,Battery,Low,Normal,Battery issue observed after PM cycle,1.0,3.27,275.21,855.29,203.46,1058.75,Wear and tear,North,Hot-Dry,KOH-400
FAIL_008086,GEN_1724,PM_017150,2024-07-08,2024-07-08,2024-07-08,Starter,Medium,Normal,Starter issue observed after PM cycle,4.03,3.51,267.46,297.64,173.79,471.43,Wear and tear,North,Hot-Dry,KOH-400
FAIL_008087,GEN_1724,PM_017151,2024-10-05,2024-10-05,2024-10-05,Battery,Low,Normal,Battery issue observed after PM cycle,8.76,5.39,454.93,720.23,229.04,949.27,Electrical instability,North,Hot-Dry,KOH-400
FAIL_008088,GEN_1724,PM_017154,2025-07-05,2025-07-05,2025-07-05,Fuel,High,High,Fuel issue observed after PM cycle,9.81,3.99,326.99,1876.72,131.71,2008.43,Wear and tear,North,Hot-Dry,KOH-400
FAIL_008089,GEN_1725,PM_017162,2024-12-07,2024-12-07,2024-12-07,Oil,Low,Normal,Oil issue observed after PM cycle,8.79,4.46,422.97,1234.11,164.92,1399.03,Fuel contamination,Central,Urban,MTU-480
FAIL_008090,GEN_1726,PM_017166,2023-05-22,2023-05-22,2023-05-22,Starter,Critical,High,Starter issue observed after PM cycle,6.96,4.56,315.64,1611.79,166.36,1778.15,Overdue maintenance,South,Urban,KOH-400
FAIL_008091,GEN_1726,PM_017170,2024-08-30,2024-08-30,2024-08-30,Control Panel,Critical,High,Control Panel issue observed after PM cycle,7.46,3.52,234.0,1386.15,280.39,1666.54,Electrical instability,South,Urban,KOH-400
FAIL_008092,GEN_1726,PM_017173,2025-09-11,2025-09-11,2025-09-11,Alternator,High,High,Alternator issue observed after PM cycle,11.45,5.96,541.48,1688.81,165.09,1853.9,Overdue maintenance,South,Urban,KOH-400
FAIL_008093,GEN_1727,PM_017175,2023-05-18,2023-05-18,2023-05-18,Oil,Medium,Normal,Oil issue observed after PM cycle,8.54,3.38,344.44,1009.59,220.95,1230.54,Corrosion,Central,Urban,GENX-550
FAIL_008094,GEN_1727,PM_017176,2023-09-07,2023-09-07,2023-09-07,Oil,Medium,Normal,Oil issue observed after PM cycle,5.23,3.29,307.93,1122.2,90.11,1212.31,Electrical instability,Central,Urban,GENX-550
FAIL_008095,GEN_1727,PM_017179,2024-10-05,2024-10-05,2024-10-05,Cooling,Low,Normal,Cooling issue observed after PM cycle,1.0,6.08,586.25,1122.49,176.62,1299.11,Electrical instability,Central,Urban,GENX-550
FAIL_008096,GEN_1727,PM_017181,2025-05-21,2025-05-21,2025-05-21,Cooling,High,High,Cooling issue observed after PM cycle,6.16,4.61,468.47,1578.18,178.88,1757.06,Fuel contamination,Central,Urban,GENX-550
FAIL_008097,GEN_1728,PM_017187,2024-03-07,2024-03-07,2024-03-07,Cooling,Medium,Normal,Cooling issue observed after PM cycle,6.83,3.9,293.45,615.36,241.88,857.24,Wear and tear,West,Hot-Dry,GENX-550
FAIL_008098,GEN_1728,PM_017189,2024-09-12,2024-09-12,2024-09-12,Battery,Medium,Normal,Battery issue observed after PM cycle,3.83,2.83,291.81,379.42,128.54,507.96,Heat stress,West,Hot-Dry,GENX-550
FAIL_008099,GEN_1728,PM_017190,2024-12-03,2024-12-03,2024-12-03,Alternator,Low,Normal,Alternator issue observed after PM cycle,3.22,3.84,372.68,716.59,132.25,848.84,Fuel contamination,West,Hot-Dry,GENX-550
FAIL_008100,GEN_1728,PM_017190,2024-12-23,2024-12-23,2024-12-23,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,4.06,4.28,424.28,811.49,158.1,969.59,Wear and tear,West,Hot-Dry,GENX-550
FAIL_008101,GEN_1728,PM_017192,2025-06-12,2025-06-12,2025-06-12,Oil,Medium,Normal,Oil issue observed after PM cycle,9.64,1.23,114.82,564.44,99.92,664.36,Fuel contamination,West,Hot-Dry,GENX-550
FAIL_008102,GEN_1728,PM_017193,2025-09-16,2025-09-16,2025-09-16,Alternator,Medium,Normal,Alternator issue observed after PM cycle,1.22,1.92,146.04,1226.01,204.53,1430.54,Corrosion,West,Hot-Dry,GENX-550
FAIL_008103,GEN_1729,PM_017195,2023-04-01,2023-04-01,2023-04-01,Fuel,High,High,Fuel issue observed after PM cycle,7.46,5.84,630.5,1025.44,200.23,1225.67,Fuel contamination,North,Coastal,KOH-400
FAIL_008104,GEN_1729,PM_017195,2023-04-14,2023-04-14,2023-04-14,Starter,High,High,Starter issue observed after PM cycle,8.59,3.15,317.37,1980.38,195.12,2175.5,Wear and tear,North,Coastal,KOH-400
FAIL_008105,GEN_1729,PM_017196,2023-07-23,2023-07-23,2023-07-23,Battery,Low,Normal,Battery issue observed after PM cycle,6.21,4.12,317.12,970.59,109.75,1080.34,Fuel contamination,North,Coastal,KOH-400
FAIL_008106,GEN_1729,PM_017197,2023-09-13,2023-09-13,2023-09-13,Alternator,High,High,Alternator issue observed after PM cycle,12.31,6.41,486.68,1042.4,205.32,1247.72,Heat stress,North,Coastal,KOH-400
FAIL_008107,GEN_1729,PM_017199,2024-04-22,2024-04-22,2024-04-22,Control Panel,Critical,High,Control Panel issue observed after PM cycle,8.61,5.64,375.64,1600.59,203.66,1804.25,Corrosion,North,Coastal,KOH-400
